name,description,open_time,close_time,entry_price,latitude,longitude,visit_count,provinces,city,subdistrict,street_name,postal_code,categories,facilities,title,url_image_1,url_image_2,url_image_3,url_video_1,url_video_2,url_video_3
Museum Bikon Blewut,"Museum ini memamerkan koleksi benda-benda bersejarah yang berkaitan dengan budaya dan tradisi masyarakat Rote Ndao. Di museum ini, Anda dapat melihat berbagai macam alat musik tradisional, kain tenun, dan benda-benda lainnya yang mencerminkan kekayaan budaya Rote Ndao.",08:00,18:00,10000,-8.666395204977094,122.18383387167903,1080,Nusa Tenggara Timur,Ngada,Nita,Jl. Raya Maumere,86151,Sejarah,"Pusat Informasi, Toilet, Area Parkir, Tempat Sampah",Pelajari sejarah dan budaya Flores yang kaya di Museum Bikon Blewut Koleksi artefaknya akan membawa Anda ke masa lampau,https://museum.co.id/wp-content/uploads/2020/09/Museum-Bikon-Blewut-6.jpg,https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/04/12/IMG_20230412_105221-656554295.jpg,https://kebudayaan.kemdikbud.go.id/bpcbbali/wp-content/uploads/sites/26/2023/02/IMG_20220525_084921-scaled.jpg,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_timur/Museum%20Bikon%20Blewut1.mp4,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_timur/Museum%20Bikon%20Blewut2.mp4,https://storage.googleapis.com/provinces_url/video_url/nusa_tenggara_timur/Museum%20Bikon%20Blewut3.mp4
Taman Nasional Danau Sentarum,Taman Nasional Danau Sentarum adalah kawasan konservasi yang terdiri dari danau musiman yang menjadi habitat bagi berbagai jenis flora dan fauna endemik.,08:00,16:30,25000,0.8333421387646698,112.18380129883008,1005,Kalimantan Barat,Kapuas Hulu,Nanga Kantuk,Jl. Nanga Leboyan,78765,Alam,"Toko Oleh-oleh, Penginapan, Toilet",Jelajahi keanekaragaman hayati di Taman Nasional Danau Sentarum Surga biodiversitas dengan pemandangan alam yang menakjubkan,https://upload.wikimedia.org/wikipedia/commons/4/43/Lahan_basah_Taman_Nasional_Danau_Sentarum%2C_Kalimantan_Barat.jpg,https://cdn.antaranews.com/cache/1200x800/2022/09/12/IMG_20220912_134928.jpg,https://pariwisataindonesia.id/wp-content/uploads/2020/06/Danau-Sentarum-Kalimantan-Barat-foto-wwf.or_.id_.jpg,https://storage.googleapis.com/provinces_url/video_url/kalimantan_barat/TamanNasionalDanauSentarum_1.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_barat/TamanNasionalDanauSentarum_2.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_barat/TamanNasionalDanauSentarum_3.mp4
Pantai Kijing,Pantai dengan pasir putih yang indah dan air laut yang jernih. Tempat yang sempurna untuk berenang dan bersantai.,00:00,23:59,10000,0.5078778187907976,108.91465235545347,7330,Kalimantan Barat,Mempawah,Sungai Kunyit,Jl. Ahmad Yani,78371,Alam,"Area Parkir, Area Makanan, Toilet",Nikmati ketenangan Pantai Kijing dengan hamparan pasir putih dan laut biru yang tenang Destinasi sempurna untuk bersantai,https://www.pantainesia.com/wp-content/uploads/2018/08/pantai-kijing-1248x703.jpg,https://medgo.id/wp-content/uploads/2023/09/4410ABFA-D9F2-4AA5-BC5E-991942127B9A.jpeg,https://www.pantainesia.com/wp-content/uploads/2018/08/pantai-kijing-760x428.jpg,https://storage.googleapis.com/provinces_url/video_url/kalimantan_barat/pantai_kijing_1.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_barat/pantai_kijing_2.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_barat/pantai_kijing_3.mp4
Taman Nasional Gunung Palung,Taman nasional dengan hutan hujan tropis yang kaya akan biodiversitas. Populer untuk trekking dan penelitian flora dan fauna.,07:30,16:30,1000,-0.8187577583622941,110.13156937001713,3500,Kalimantan Barat,Ketapang,Deltapawan,Jl. Gajah Mada,78857,Alam,"Area Parkir, Toilet, Pusat Informasi",Rasakan petualangan di hutan tropis Taman Nasional Gunung Palung Rumah bagi berbagai satwa liar dan flora eksotis,https://upload.wikimedia.org/wikipedia/commons/8/8e/Gunung_Palung_Jungle.jpg,https://utiket.com/images/touristplaces/taman-nasional-gunung-palung.jpg,https://www.aca.co.id/cmsprd/uploads/C_UnikTamanNasionalGunungPalungKalimantanBarat%201528442037.jpg,https://storage.googleapis.com/provinces_url/video_url/kalimantan_barat/taman_nasional_gunung_palung_1.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_barat/taman_nasional_gunung_palung_2.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_barat/taman_nasional_gunung_palung_3.mp4
Bukit Kelam,"Bukit batu granit yang megah, salah satu yang terbesar di dunia. Tempat yang cocok untuk hiking dan menikmati pemandangan dari puncak.",07:00,17:00,0,0.08079488250917385,111.67496858142205,8779,Kalimantan Barat,Sintang,Kelam Permai,Jl. Lingkar Kelam,78115,Alam,"Area Parkir, Toilet, Area Makanan, Pusat Informasi","Mendaki di Bukit Kelam, bukit granit terbesar di Asia Tenggara Tantang diri Anda dan nikmati pemandangan luar biasa dari puncaknya",https://upload.wikimedia.org/wikipedia/commons/9/93/Bukit_Kelam_Sintang.jpg,https://salsawisata.com/wp-content/uploads/2023/07/bukit-kelam-sintang-kalimantan-barat.jpg,https://cdn1-production-images-kly.akamaized.net/ij4SaojZLXlkOzvJYlSuNQ6q8WM=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/1169315/original/083893500_1457846205-kalbar.jpg,https://storage.googleapis.com/provinces_url/video_url/kalimantan_barat/bukitKelam1.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_barat/bukitKelam2.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_barat/bukitKelam3.mp4
Museum Kalimantan Barat,"Museum Provinsi Kalimantan Barat adalah sebuah museum yang berlokasi di Jalan Jenderal Achmad Yani, Kota Pontianak, Provinsi Kalimantan Barat. Museum ini menyimpan berbagai benda-benda bernilai historis yang ada di Provinsi Kalimantan Barat salah satunya peninggalan-peninggalan sejarah dari peradaban beberapa jenis suku bangsa yang ada di Kalimantan Barat, yaitu suku Melayu, suku Dayak, dan suku Tionghoa.",08:00,15:00,3000,-0.0477065240908436,109.34744521154303,1701,Kalimantan Barat,Pontianak,Pontianak Selatan,Jl. Ahmad Yani,78121,Sejarah,"Pusat Informasi, Toilet, Area Parkir",Museum Kalimantan Barat menyimpan kekayaan sejarah dan budaya Borneo Setiap koleksi mengisahkan cerita masa lalu,https://museum.kalbarprov.go.id/assets/img/slide-1.jpg,https://cdn.antaranews.com/cache/1200x800/2023/03/11/Foto-Museum-Najib.jpg,https://asset-2.tstatic.net/pontianak/foto/bank/images/museum-provinsi-kalimantan-barat_20160727_103956.jpg,https://storage.googleapis.com/provinces_url/video_url/kalimantan_barat/museum_kalbar1.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_barat/museum_kalbar2.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_barat/museum_kalbar3.mp4
Museum Daerah Sambas,Museum Daerah Kabupaten Sambas merupakan museum khusus pengganti dari Museum Negeri Perjuangan Sambas yang gedungnya diambil kembali oleh ahli warisnya. Kemudian dibentuklah museum baru yang letaknya di bekas rumah Bupati Sambas dengan koleksi yang berasal dari Museum Negeri Perjuangan Sambas.,08:00,15:00,4000,1.3649177642519161,109.2978445240678,1089,Kalimantan Barat,Sambas,Sambas,Jl. Siapat,79462,Seni dan Budaya,"Pusat Informasi, Toilet, Area Parkir",Telusuri warisan budaya dan sejarah Sambas di Museum Daerah Sambas Destinasi edukatif yang menarik,https://upload.wikimedia.org/wikipedia/commons/e/e9/Museum_Daerah_Sambas_1.jpg,https://ruai.tv/wp-content/uploads/2021/10/museum-daerah-sambas_ruai.tv_.jpeg,https://museum.co.id/wp-content/uploads/2020/09/download-2021-08-29T143539.496.jpeg,https://storage.googleapis.com/provinces_url/video_url/kalimantan_barat/MuseumDaerahSambas1.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_barat/MuseumDaerahSambas2.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_barat/MuseumDaerahSambas3.mp4
Keraton Ismahayana,"Keraton Ismahayana, merupakan istana megah peninggalan Kesultanan Landak. Didirikan pada masa pemerintahan Sultan Muhammad Saaduddin (1761-1808), keraton ini menjadi saksi bisu kejayaan Kesultanan Landak di masa lampau.",08:00,17:00,5000,0.3970482144014529,109.95697548967944,2811,Kalimantan Barat,Landak,Ngabang,Jl. Pangeran Sanca Nata Kusuma Muda ,79354,Sejarah,"Pusat Informasi, Toilet, Area Parkir, Tempat Sampah",Jelajahi keindahan arsitektur dan sejarah Keraton Ismahayana Setiap sudut menyimpan warisan budaya yang berharga,https://img.inews.co.id/media/1200/files/inews_new/2022/10/22/Ismahayana.jpg,https://awsimages.detik.net.id/content/2013/04/24/1383/keraton1.jpg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh36FTU_aktpZslW6k4vZ2VHnyVdGLcUpMcZY-dfY_bIFji3BQvMUShxKRoDRJj4WtnTo8wOAUw8t6mmIehH79gJnfiF_EXtJSBfiNpYXN2YKi8GRPhdMPIHbQVn3G8AQG3gJNNmVle_UfPHDLRDdElz1telbQhmDU4YSaeYS02oC5i3Pn5ylBDI5sG5YFm/s567/Singgasana-Raja-di-Keraton-Ismahayana.jpg,https://storage.googleapis.com/provinces_url/video_url/kalimantan_barat/KeratonIsmahyana1.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_barat/KeratonIsmahyana2.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_barat/KeratonIsmahyana3.mp4
Air Terjun Banangar,"Air Terjun Bananggar, atau Air Terjun Mananggar, adalah sebuah patahan dari Sungai Landak sehingga terbentuk sebuah air terjun. Memiliki ketinggian 60 meter dan lebar 60 meter. Terdapat kolam alami yang besar persis di bawah air terjun.",00:00,23:59,5000,0.854007857322957,110.15881068776764,6500,Kalimantan Barat,Landak,Air Besar,Jl. Dusun Perbuak,79365,Alam,"Area Parkir, Toilet, Area Makanan, Penginapan","Air Terjun Banangar, keindahan alam yang menyegarkan di Kalimantan Nikmati gemuruh air dan udara segar di sekitarnya",https://www.gotravelly.com/assets/img/review/gallery/562/79448c55dfa0adc5d1ca10db0bdbad0c.jpg,https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/p1/379/2023/10/06/Ilustrasi-Air-Terjun-Manangar-803964869.png,https://wiki.edunitas.com/_sepakbola/_baca_image.php?td=19&kodegb=250px-AirterjunBanangar.jpg,https://storage.googleapis.com/provinces_url/video_url/kalimantan_barat/airterjunBananggar1.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_barat/airterjunBanangar2.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_barat/airterjunBanangar3.mp4
Taman Nasional Tanjung Puting,Taman Nasional Tanjung Puting terkenal dengan habitat orangutannya yang liar. Anda dapat mengikuti tur menyusuri sungai untuk melihat orangutan dan satwa liar lainnya.,07:00,17:00,5000,-3.0004027210166737,111.98652698771481,8779,Kalimantan Tengah,Kotawaringin,Kumai,Jl. Tlk. Pulai,74181,Alam,"Penginapan, Toilet, Area Parkir, Area Makanan",Temukan berbagai macam orangutan dan satwa liar lainnya di Taman Nasional Tanjung Puting Pengalaman ekowisata yang tak terlupakan,https://upload.wikimedia.org/wikipedia/commons/2/28/Win_the_Orangutang_in_Tanjung_Puting_National_Park_2005.jpg,https://cloud.jpnn.com/photo/arsip/watermark/2019/06/27/taman-nasional-tanjung-puting-kalimantan-tengah-foto-humas-klhk.png,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgpNyebu1al2izetyVmNkrFF5X_g2gelbkLq8rMqSKNG51RGRSnmlusHTuEMNuVA0sF6YKbzrkuH40eZE-r2iVZbLxP005ZtAAvdnb0FgrOOMs8Gfprg2rx4QSc2CBu8KgtTFE9hclixQZU/s1600/IMG_0161.JPG,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Taman%20Nasional%20Tanjung%20Puting1.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Taman%20Nasional%20Tanjung%20Puting2.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Taman%20Nasional%20Tanjung%20Puting3.mp4
Museum Balanga,Museum Balanga merupakan museum yang menyimpan koleksi benda-benda bersejarah dari Kalimantan Tengah. Museum ini terletak di Kota Palangka Raya.,07:00,14:00,5000,-2.1951734879810805,113.90304504914356,1200,Kalimantan Tengah,Palangkaraya,Jekan Raya,Jl. Tjilik Riwut No.Km. 2.5,73112,Seni dan Budaya,"Area Parkir, Tempat Ibadah, Toilet, Area Makanan",Museum Balanga menawarkan wawasan mendalam tentang sejarah dan budaya Dayak Setiap artefak mengisahkan cerita unik,https://museum.kemdikbud.go.id/storage/assets/images/museums/268/2023-12-07_6332.jpg,https://mmc.kalteng.go.id/files/berita/19052022120500_0.jpeg,https://kaltengonline.com/wp-content/uploads/2021/06/BOKS-OKE.jpg,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Museum%20Balanga1.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Museum%20Balanga2.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Museum%20Balanga3.mp4
Danau Tahai,"Di kawasan objek wisata Danau Tahai ini terdapat jembatan kayu yang mengelilingi kawasan danau dan juga menghubunggkan danau ke kawasan hutan, sehingga para wisatawan dapat berjalan-jalan ke tengah danau sambil menikmati pemandangan alam yang sangat mempesona.",00:00,23:59,0,-2.0273121158817244,113.78320148931277,5500,Kalimantan Tengah,Palangkaraya,Bukit Batu,Jl. Tumbang Tahai,73912,Alam,"Penginapan, Toilet, Area Parkir","Danau Tahai, tempat yang tenang dan indah untuk bersantai Nikmati pemandangan air yang jernih dan suasana yang damai",https://upload.wikimedia.org/wikipedia/commons/e/e1/Tahai.jpg,https://visitpalangkaraya.org/wp-content/uploads/2021/11/image-1.png,https://utiket.com/images/touristplaces/headings-large/danau-tahai.jpg,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Danau%20Tahai1.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Danau%20Tahai2.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Danau%20Tahai3.mp4
Pantai Ujung Pandaran,Pantai ini terekenal akan pantai yang landai dan biota lautnya yang membentang puluhan kilometer dari Kabupaten Kotawaringin Timur ingga perbatasan Kabupaten seruyan.,00:00,23:59,5000,-3.168220112376939,113.00427564127921,8992,Kalimantan Tengah,Kotawaringin Timur,Teluk sampit,Jl. Simpang Kuala Pembuang,74363,Alam,"Toko Oleh-oleh, Toilet, Area Makanan, Penginapan, Area Parkir",Pantai Ujung Pandaran dengan pasir putih dan pemandangan laut yang memukau Tempat sempurna untuk liburan pantai,https://image.klikkalteng.id/upload/2022/12/25/e1838240b5e6d53f45e5f94c74dc4e4e.jpg,https://jurnalkalteng.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-11-at-18.35.09.jpeg,https://image.klikkalteng.id/upload/2022/12/25/e1838240b5e6d53f45e5f94c74dc4e4e.jpg,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Pantai%20Ujung%20Pandaran1.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Pantai%20Ujung%20Pandaran2.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Pantai%20Ujung%20Pandaran3.mp4
Sungai sekonyer,"Bertualang di hutan dan menepi dari modernitas memang terdengar menantang. Petualangan alam liar demikian bisa Anda lakukan saat menyusuri Sungai Sekonyer yang menjadi jalur menuju Taman Nasional Tanjung Puting di Kumai, Kalimantan Tengah. Sungai sepanjang 45 kilometer membentang, membelah Taman Nasional Tanjung Puting.",00:00,23:59,5000,-2.7437160275763954,111.92835908456003,5902,Kalimantan Tengah,Kotawaringin Barat,Kumai,Jl. Ahmad Yani,74181,Alam,"Toilet, Tempat Sampah",Nikmati petualangan menyusuri Sungai Sekonyer dengan pemandangan alam yang luar biasa Ideal untuk pecinta alam,https://static.republika.co.id/uploads/images/inpicture_slide/perahu-kelotok-yang-membawa-wisatawan-melintasi-sungai-sekonyer-di-_180323104642-772.jpg,https://pariwisata.kalteng.go.id/images/wisata/53sungai%20sekonyer.jpg,https://static.republika.co.id/uploads/images/inline/180323104930-873.jpg,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Sungai%20Sekonyer1.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Sungai%20Sekonyer2.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Sungai%20Sekonyer3.mp4
Istana Kuning,"Istana ini memiliki sebuah ruang yang dinamakan Dalam Kuning. Menurut sejarah, pada masa pemerintahan kesultanan Kutaringin, bahan kayu yang digunakan untuk membuat istana memang bewarna ini. Hampir keseluruhan istana bewarna kuning sehingga istana tersebut dinamakan Istana Kuning.",08:00,16:00,5000,-2.6758787231042818,111.6331281858565,3208,Kalimantan Tengah,Kotawaringin Barat,Arut Selatan,Jl. Bukit Raja,74112,Sejarah,"Pusat Informasi, Area Parkir, Toilet","Kunjungi Istana Kuning, keindahan arsitektur dan sejarah kerajaan di Kalimantan Tempat yang memukau untuk dijelajahi",https://asset.kompas.com/crops/6tM770mJZi3EKZxVyTQcvD8ERtQ=/1x56:1000x555/750x500/data/photo/2018/02/17/2833875554.jpg,https://asset.kompas.com/crops/iCwL8WFlzinot2S0dQRWhB5V1wA=/0x0:780x390/780x390/data/photo/2015/01/24/1211245istana-kuning780x390.jpg,https://traverse.id/wp-content/uploads/2019/05/istana-kuning-kalimantan-tengah.jpg,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Istana%20Kuning1.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Istana%20Kuning2.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Istana%20Kuning3.mp4
Istana Pangeran Mangkubumi ,"Rumah Pangeran Adipati Mangkubumi ini diperkirakan dibangun pada tahun 1850, merupakan rumah pribadi warisan Ratu Kuning (Ratu Adipati Mangkubumi I) yang berasal dari warisan orang tuanya yaitu Pangeran Ratu Anum Kesumayuda. Rumah ini bukan rumah pejabat kerajaan, melainkan rumah tempat tinggal pribadi yang dimiliki dan ditempati oleh Pangeran Adipati Mangkubumi Kerajaan Kotawaringin.",08:00,16:00,3000,-2.677578043179836,111.63616076692794,1162,Kalimantan Tengah,Kotawaringin Barat,Arut Selatan,"Jl. Pakunegara",74114,Seni dan Budaya,"Area Parkir, Toilet, Pusat Informasi","Istana Pangeran Mangkubumi, tempat bersejarah yang menyimpan banyak cerita masa lalu Nikmati arsitektur yang megah",https://portal.kotawaringinbaratkab.go.id/sites/default/files/2023-09/istana.jpeg,https://mmc.kotawaringinbaratkab.go.id/assets/foto_berita/4cb9dfeec7e966783e386a07e133d61e1.jpeg,https://www.amazingborneo.id/wp-content/uploads/2019/09/Istana-Mangkubumi.jpg,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Istana%20Pangeran%20Mangkubumi1.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Istana%20Pangeran%20Mangkubumi2.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Istana%20Pangeran%20Mangkubumi3.mp4
Taman Wisata Alam Tangkiling,"Daya Tarik wisata Taman Wisata Alam Tangkiling, yaitu ekosistem alam flora dan founa hutan tropis, perbukitan, tanaman herbal/depot obat, kolam buaya, beruang, depot anggrek, panjat tebing, jalan refleksi, tracking hutan, dan pohon yang dilindungi (tengkawang, ulin), dan lebah madu.",00:00,23:59,5000,-1.998373484843572,113.75410372501696,4149,Kalimantan Tengah,Palangkaraya,Bukit Batu,Jl. Pariwisata RT 05/03 ,73224,Alam,"Area Parkir, Toilet, Pusat Informasi, Toko Oleh-oleh","Taman Wisata Alam Tangkiling, destinasi sempurna untuk trekking dan menikmati keindahan alam Kalimantan",https://asset-2.tstatic.net/banjarmasin/foto/bank/images/bukit-tangkiling-02.jpg,https://prokalteng.jawapos.com/wp-content/uploads/212055-sepeda_gunung.jpg,https://asset-2.tstatic.net/banjarmasin/foto/bank/images/bukit-tangkiling-02.jpg,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Taman%20Wisata%20Alam%20Tangkiling1.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Taman%20Wisata%20Alam%20Tangkiling2.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Taman%20Wisata%20Alam%20Tangkiling3.mp4
Jurung Tiga Nature Park,"TWH Jurung Tiga dengan luas Areal lebih kurang 40 Hektar memiliki daya pesona luar biasa, Ada beberapa spot lokasi yang telah dilengkapi di lokasi tersebut diantaranya Areal outbound, Areal camping ground, Areal edukasi alam, jembatan kenangan, spot menyumpit, rumah pohon, hutan buah, rakit cinta, Area Makanan, shelter-shelter (tempat peristirahatan sementara) dan sejumlah spot menarik lainnya yang ‘instagramable’.",08:00,17:00,10000,-2.773450944575311 ,111.65868778282329,2339,Kalimantan Tengah,Kotawaringin Barat,Kumai,Jl. Tranlik,74181,Alam,"Area Parkir, Wahana Permainan, Tempat Sampah, Pusat Informasi, Tempat Ibadah","Jurung Tiga Nature Park, tempat yang ideal untuk menikmati keindahan alam dan udara segar di Kalimantan",https://pergiyuk.com/wp-content/uploads/2022/11/Wisata-Alam-Jurung-Tiga.jpg,"https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1551366131/igybyuqntefck22mvj1v.jpg",https://www.djkn.kemenkeu.go.id/files/images/2019/01/IMG_91731.JPG,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Jurung%20Tiga%20Nature%20Park1.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Jurung%20Tiga%20Nature%20Park2.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_tengah/Jurung%20Tiga%20Nature%20Park3.mp4
Bukit Teletubbies,Bukit Rimpi atau Bukit Teletubbies merupakan sebuah perbukitan yang ditumbuhi oleh padang savana hijau yang berhiaskan oleh hamparan rumput dengan pemandangannya yang indah.,06:00,17:00,10000,-3.4223609517114837 ,114.53443787916716,2784,Kalimantan Selatan,Tanah Laut,Pelaihari,Jl. Ahmad Yani,70815,Alam,"Area Makanan, Area Parkir, Toilet",Nikmati pemandangan hijau dan lembah yang luas di Bukit Teletubbies Destinasi yang sempurna untuk foto-foto dan bersantai,https://cdn.idntimes.com/content-images/post/20180215/nusa-balinadipatourcom-36479273744564af0ab4f0bdc1e510b2.png,https://www.blibli.com/friends-backend/wp-content/uploads/2023/08/B800089-Cover-Bukit-Teletubbies-Nusa-Penida.jpg,https://assets.pikiran-rakyat.com/crop/0x0:0x0/750x500/photo/2023/09/06/1683462674.png,https://storage.googleapis.com/provinces_url/video_url/kalimantan_selatan/Bukit_Teletubbies_1.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_selatan/Bukit_Teletubbies_2.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_selatan/Bukit_Teletubbies_3.mp4
Air Terjun Bajuin,Wisata Air Terjun Bajuin ini Anda dapat menikmati keindahan alam dan sejuknya udara dan suasana disekitar Air Terjun Bajuin ini.,00:00,23:59,10000,-3.7853024536602793 ,114.85099425416671,3746,Kalimantan Selatan,Tanah Laut,Batu Ampar,Jl. Damar Lima,70882,Alam,"Area Parkir, Area Makanan, Toilet","Air Terjun Bajuin, destinasi yang menyegarkan dengan keindahan alam dan air terjun yang memukau",https://kecbajuin.tanahlautkab.go.id/assets/images/6f0e56991072f03996b21a195af223bb.jpg,https://t-2.tstatic.net/banjarmasin/foto/bank/images/air-terjun-bajuin-pelaihari-01.jpg,https://www.beautyofindonesia.com/uploads/foto_wisata/AIR-TERJUN-BAJUIN-KABUPATEN-TANAH-LAUT.jpg,https://storage.googleapis.com/provinces_url/video_url/kalimantan_selatan/Air_Terjun_Bajuin_1.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_selatan/Air_Terjun_Bajuin_2.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_selatan/Air_Terjun_Bajuin_3.mp4
Pantai Batakan,Menuju Pantai Batakan bisa dibilang cukup bagus. Sehingga memudahkan wisatawan yang datang menggunakan jalur darat.,00:00,23:59,5000,-4.0720199300435835 ,114.65939919062501,4638,Kalimantan Selatan,Tanah Laut,Panyipatan,Jl. Pariwisata,70871,Alam,"Area Parkir, Toilet, Pusat Informasi",Pantai Batakan menawarkan pasir putih yang lembut dan pemandangan laut yang indah Tempat yang sempurna untuk bersantai,https://picture.triptrus.com/image/2014/06/pantai-batakan.jpeg,https://www.teras7.com/wp-content/uploads/2022/04/objek_wisata_1647308010-scaled.jpg,https://asset-2.tstatic.net/banjarmasin/foto/bank/images/banyak-spot-untuk-mengabadikan-foto-saat-mengunjungi-pantai-batakan-baru.jpg,https://storage.googleapis.com/provinces_url/video_url/kalimantan_selatan/Pantai_Batakan_1.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_selatan/Pantai_Batakan_2.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_selatan/Pantai_Batakan_3.mp4
Museum WASAKA,"Museum WASAKA merupakan sebuah wisata sejarah berupa benda-benda yang dipajang di museum pada masa perjuangan masayarakat Kalimantan Selatan, Museum ini berada, Jln Adam Kompleks Haji Andir, Kampung Kenanga Ulu RT 14, Kelurahan Sungai Jingah, Kecamatan Banjarmasin Utara, Kota Banjarmasin. asal muasal Wasaka singkatan dari Waja Sampai Ka Puting yang berarti motto perjuangan masyarakat Kalimantan Selatan.",08:30,13:30,0,-3.3018490632201467 ,114.60950915342883,3254,Kalimantan Selatan,Banjarmasin,Banjarmasin Utara,Jl. Kampung Kenanga,70122,Sejarah,"Area Parkir, Toilet, Area Makanan, Pusat Informasi","Museum WASAKA, tempat yang penuh dengan sejarah dan warisan budaya Banjarmasin Setiap sudut menyimpan cerita unik",https://cdn.antaranews.com/cache/1200x800/2023/07/08/IMG_20230708_162408.jpg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgHNlK4s70VtU_BwnBBI_Mor6wIfTi5E-VkHi-NqKy_9Xf-pTgOJqQRYUe8mu1LxaCQUP-gw5oAN9vY_fI8XZ4QUEwNkEWPtlJCw05iAo5RhBkjT9DVbJeMmg63hioBnncRDlGbsYLIrs0/s1600/IMG-20190415-WA0004.jpg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgVXnPEA2Ua4lbkOl0eV_n-tt9iOgpNEu8VXUZvBJx0wde5K7CgypxX1BCvhjGamMPSmt9jzdEmanvR-UJVl85LS5xo1MWPcJK0s4o8WMMg3FrLfGJpTXG484J9-cc0-_fZOluUfemoYO4/s1600/nurimoto-1701-2-2.jpg,https://storage.googleapis.com/provinces_url/video_url/kalimantan_selatan/Museum_wasaka_1.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_selatan/Museum_wasaka_2.mp4,https://storage.googleapis.com/provinces_url/video_url/kalimantan_selatan/Museum_wasaka_3.mp4
