name,description,open_time,close_time,entry_price,latitude,longitude,visit_count,provinces,city,subdistrict,street_name,postal_code,categories,facilities,title,url_image_1,url_image_2,url_image_3,url_video_1,url_video_2,url_video_3
Pura Gunung Kawi,Salah satu situs arkeologi paling paling unik di Pulau Bali adalah Pura Gunung Kawi yang terdiri dari koleksi relief kuno yang diukir di atas permukaan tebing batu.,08:00,18:00,30000,-8.392185805392398,115.26036603998408,8272,Bali,Gianyar ,Tegallalang,Jl. Sebatu,80511,Alam,"Area Parkir, Toilet, Tempat Sampah","Pura Gunung Kawi, situs purbakala yang menawarkan keindahan arsitektur dan sejarah spiritual Bali",https://upload.wikimedia.org/wikipedia/commons/4/4a/1_gunung_kawi_temple.jpg,https://asset-a.grid.id/crop/0x0:0x0/780x800/photo/bobofoto/original/8856_indahnya-kawasan-candi-gunung-kawi-foto-tempawisatadibaliid.jpg,https://asset.kompas.com/data/photo/2016/01/22/1151407kawi-2780x390.jpg,https://storage.googleapis.com/provinces_url/video_url/Bali/Pura%20Gunung%20Kawi1.mp4,https://storage.googleapis.com/provinces_url/video_url/Bali/Pura%20Gunung%20Kawi2.mp4,https://storage.googleapis.com/provinces_url/video_url/Bali/Pura%20Gunung%20Kawi3.mp4
Taman Budaya GWK,"Saksikan berbagai keindahan tarian Bali seperti tarian Kecak yang eksotis, tarian Legong yang megah, serta banyak tarian lainnya yang memukau ditampilkan di sini",09:00,21:00,85000,-8.810152442754434,115.16805993986516,61582,Bali,Badung,Kuta Selatan,Jl. Raya Uluwatu,80364,Seni dan Budaya,"Area Parkir, Area Makanan, Tempat Sampah, Toilet, Pusat Informasi","Taman Budaya GWK, tempat yang penuh dengan seni dan budaya Bali dengan patung Garuda Wisnu Kencana yang megah",https://ik.imagekit.io/tvlk/blog/2018/10/Uluwatu-Garuda-Wisnu-Kencana-Half-459849751.jpg,https://www.rentalmobilbali.net/wp-content/uploads/2020/03/Tempat-Wisata-Di-Bali-GWK-Facebook.jpg,https://indonesiakaya.com/wp-content/uploads/2020/10/gwk_1200.jpg,https://storage.googleapis.com/provinces_url/video_url/Bali/Taman%20Budaya%20GWK1.mp4,https://storage.googleapis.com/provinces_url/video_url/Bali/Taman%20Budaya%20GWK2.mp4,https://storage.googleapis.com/provinces_url/video_url/Bali/Taman%20Budaya%20GWK3.mp4
Pantai Kelingking Nusa Penida,"Sebagai salah satu tempat yang paling menakjubkan di Bali, Pantai Kelingking layak dimasukan ke dalam daftar tempat yang wajib Sobat Pesona kunjungi di Bali. Lokasi ini tersohor dengan tebing yang membentuk T-Rex juga pantai indah yang bagai surga tersembunyi.",00:00,23:59,5000,-8.750190326744214,115.47309386868493,12730,Bali,Klungkung,Nusa Penida,Jl. Bunga Mekar,80771,Alam,"Area Parkir, Area Makanan, Toilet, Tempat Sampah","Pantai Kelingking Nusa Penida, surga tersembunyi dengan pemandangan tebing yang spektakuler dan pantai yang indah",https://asset.kompas.com/crops/RL1KP4p5n4aBY-KxPTvCQ_3_9Nk=/12x0:975x642/750x500/data/photo/2021/12/18/61bdac0b59d20.png,https://cdn1-production-images-kly.akamaized.net/LCZ93jF_PMPPN3BhHH2JhirrOc8=/800x800/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3492963/original/010411200_1624605367-Bali_1.JPG,https://asset.kompas.com/crops/YPFHJ7M2Sa1zyCJOV8oze_89lrw=/0x0:863x575/750x500/data/photo/2019/06/24/1752492170.jpg,https://storage.googleapis.com/provinces_url/video_url/Bali/Pantai%20Kelingking%20Nusa%20Penida1.mp4,https://storage.googleapis.com/provinces_url/video_url/Bali/Pantai%20Kelingking%20Nusa%20Penida2.mp4,https://storage.googleapis.com/provinces_url/video_url/Bali/Pantai%20Kelingking%20Nusa%20Penida3.mp4
Pura Ulun Danu Bratan,"Sebuah landmark terkenal yang indah dan bersejarah, Pura Ulun Danu Bratan adalah destinasi wisata yang sangat populer bagi turis lokal maupun mancanegara. Terletak di posisi strategis di jalan yang menyambungkan Bali Utara dan Selatan. Pura ikonik ini dikelilingi perairan yang tenang bagaikan cermin yang seakan-akan membuat Pura ini melayang.",08:00,18:00,40000,-8.274984283061995,115.16751004541156,40888,Bali,Tabanan,Baturiti,Jl. Danau Beratan,82191,Seni dan Budaya,"Area Parkir, Toilet, Toko Oleh-oleh","Pura Ulun Danu Bratan, pura yang indah di tepi Danau Bratan dengan pemandangan alam yang menakjubkan",https://asset.kompas.com/crops/mVZPuWpAci0WHFApvcAGKA8Zgq0=/0x0:1280x853/750x500/data/photo/2022/05/20/628753ad3ef58.jpg,https://www.rentalmobilbali.net/wp-content/uploads/2022/12/Keindahan-Pura-Ulun-Danu-Beratan-Feature.jpg,https://asset.kompas.com/crops/w-0ja5deNqdJ_yR5fxJhi4-hr2c=/0x0:0x0/750x500/data/photo/2017/02/18/1805467ulundanuu780x390.jpg,https://storage.googleapis.com/provinces_url/video_url/Bali/Pura%20Ulun%20Danu%20Bratan1.mp4,https://storage.googleapis.com/provinces_url/video_url/Bali/Pura%20Ulun%20Danu%20Bratan2.mp4,https://storage.googleapis.com/provinces_url/video_url/Bali/Pura%20Ulun%20Danu%20Bratan3.mp4
Tanah Lot,"Salah satu destinasi yang sangat penting di Bali adalah Tanah Lot, Pura Hindu kuno yang eksotis terletak di atas karang yang menantang deru ombak. Terkenal karena posisi lepas pantainya yang unik yang menjadikan Tanah Lot sebagai salah satu lokasi paling menakjubkan untuk memandang matahari terbenam.",07:00,19:00,60000,-8.621027366775994,115.08721469563864,92202,Bali,Tabanan,Kediri,Jl. Beraban,82121,Seni dan Budaya,"Area Parkir, Area Makanan, Tempat Sampah, Toilet","Tanah Lot, ikon wisata Bali yang menawarkan keindahan pura di atas batu karang dan pemandangan matahari terbenam yang memukau",https://www.agoda.com/wp-content/uploads/2020/01/Batu-Bolong-Temple-Tanah-Lot-Temple.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/TanahLot_2014.JPG/1200px-TanahLot_2014.JPG,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgJ28g9DwxaSvxe6KxEyx35MrA5nnxFuu6yphQUU79jGwO4ylYUd_1Fm2JRLDjsst2POBt2IB1tLsGngNVSJY4je_jvXSfqMdpH_WM7grEUokp3B5Gb0erwimZGNGrPaGw0LOqpsFVt_TR9/s1600/tanahlot.jpg,https://storage.googleapis.com/provinces_url/video_url/Bali/Tanah%20Lot1.mp4,https://storage.googleapis.com/provinces_url/video_url/Bali/Tanah%20Lot2.mp4,https://storage.googleapis.com/provinces_url/video_url/Bali/Tanah%20Lot3.mp4
Tirta Gangga,"Terkenal karena taman airnya yang megah, Tirta Gangga telah menjadi salah satu tujuan utama bagi penggemar estetika untuk datang dan berfoto disana. Seperti kompleks pemandian lainnya, taman ini terdiri dari taman tropis, kolam berendam, juga kolam ikan.",06:00,19:00,25000,-8.412150952014201,115.58779615518328,18385,Bali,Karangasem,Abang,Jl. Raya Abang Desa Adat,80852,Alam,"Area Parkir, Toilet, Area Makanan, Tempat Sampah","Tirta Gangga, taman air yang indah dengan kolam dan patung yang mempesona, cocok untuk bersantai dan berfoto",https://i2.wp.com/blog.tripcetera.com/id/wp-content/uploads/2020/04/spot-foto-tirta-gangga-bali.jpg,https://idetrips.com/wp-content/uploads/2018/05/Tirtagangga_official4-640x480.jpg,https://www.djkn.kemenkeu.go.id/files/images/2022/04/PC020061.jpg,https://storage.googleapis.com/provinces_url/video_url/Bali/Tirta%20Gangga1.mp4,https://storage.googleapis.com/provinces_url/video_url/Bali/Tirta%20Gangga2.mp4,https://storage.googleapis.com/provinces_url/video_url/Bali/Tirta%20Gangga3.mp4
Tegalalang Rice Terrace,"Tegalalang Rice Terrace, juga dikenal sebagai Ceking Terrace atau Tegallalang, adalah hamparan sawah bertingkat yang tersusun indah dan mengikuti sistem irigasi tradisional Bali yang disebut subak. Konon, sistem ini diwariskan oleh seorang resi bernama Rsi Markandeya pada abad ke-8.",07:00,18:00,50000,-8.431567926223716,115.27858416792476,46113,Bali,Gianyar ,Tegallalang,Jl. Raya Tegallalang,80561,Alam,"Area Parkir, Area Makanan, Toilet, Tempat Sampah","Tegalalang Rice Terrace, pemandangan sawah bertingkat yang hijau dan indah di Ubud, Bali",https://d3uyff779abz3k.cloudfront.net/-baliriceterrace-/image/Bali-Tegalalang-Rice-Terrace-Swing.jpg,"https://media.cntraveler.com/photos/5e35bdf00e2bfd0008a03691/16:9/w_2560,c_limit/Tegallalang-GettyImages-515480864.jpg",https://www.pelago.co/img/products/ID-Indonesia/tegalalang-rice-terrace-guided-photos-tour-jungle-swing-ubud/1212-0747_tegalalang-rice-terrace-guided-photos-tour-jungle-swing-ubud-indonesia-pelago2-medium.jpg,https://storage.googleapis.com/provinces_url/video_url/Bali/Tegalalang%20Rice%20Terrace1.mp4,https://storage.googleapis.com/provinces_url/video_url/Bali/Tegalalang%20Rice%20Terrace2.mp4,https://storage.googleapis.com/provinces_url/video_url/Bali/Tegalalang%20Rice%20Terrace3.mp4
Museum Agung Bung Karno,Museum Agung Bung Karno merupakan museum khusus yang berada di bawah kepemilikan dan pengelolaan Yayasan Kepustakaan Bung Karno. Yayasan Kepustakaan Bung Karno didirikan pada 1 Juni 1990 oleh Shri Wedastera Suyasa (Alm) yang dilanjutkan oleh Gus Marhaen.,09:00,17:00,25000,-8.672212698171053,115.22589502451926,1390,Bali,Denpasar,Denpasar Timur,Jl. Raya puputan No.80,80234,Sejarah,"Area Parkir, Area Makanan, Tempat Sampah, Toilet, Pusat Informasi","Museum Agung Bung Karno, tempat untuk mengenal lebih dalam tentang kehidupan dan perjuangan Sang Proklamator Indonesia",https://asset.kompas.com/crops/hZ-h2vCpQMUxC-ZsyedUvpyQ3QA=/0x0:4608x3072/750x500/data/photo/2019/09/16/5d7f33aa18904.jpg,https://seringjalan.com/wp-content/uploads/2020/05/Museum-Agung-Bung-Karno-1-e1589687279850.jpg,https://disk.mediaindonesia.com/files/news/2022/06/192f065523b41ea95a7acb96ad52edc8.jpg,https://storage.googleapis.com/provinces_url/video_url/Bali/Museum%20Agung%20Bung%20Karno1.mp4,https://storage.googleapis.com/provinces_url/video_url/Bali/Museum%20Agung%20Bung%20Karno2.mp4,https://storage.googleapis.com/provinces_url/video_url/Bali/Museum%20Agung%20Bung%20Karno3.mp4
Museum Aceh,"Museum Aceh menampilkan berbagai macam koleksi, seperti Jeungki (alat penumbuk padi), Lonceng (bernama Lonceng Cakra Donya), naskah-naskah kuno, benda-benda tradisional, dan lainnya yang dapat memberikan informasi tentang sejarah dan budaya Aceh.",09:00,16:00,5000,5.548605485,95.32095218,51741,Nanggroe Aceh Darussalam,Banda Aceh,Baiturrahman,"Jl. Sultan Mahmudsyah No. 10, Peuniti",23116,Sejarah,"Area Makanan, Area Parkir, Pusat Informasi, Rumah Difabel, Tempat Sampah, Toilet, Toko Oleh-oleh",Jejak Sejarah di Museum Aceh,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Museum_Aceh.JPG/450px-Museum_Aceh.JPG,https://detakusk.com/wp-content/uploads/2022/06/Museum-Aceh.jpg,https://salsawisata.com/wp-content/uploads/2022/02/Lonceng-Cakra-Donya-Aceh.jpg,https://storage.googleapis.com/provinces_url/video_url/nanggroe_aceh_darussalam/museum_aceh1.mp4,https://storage.googleapis.com/provinces_url/video_url/nanggroe_aceh_darussalam/museum_aceh2.mp4,https://storage.googleapis.com/provinces_url/video_url/nanggroe_aceh_darussalam/museum_aceh3.mp4
Museum Tsunami Aceh,"Museum Tsunami Aceh adalah sebuah museum yang didirikan untuk mengenang peristiwa tsunami yang terjadi pada tahun 2004. Museum ini menampilkan berbagai instalasi dan pameran yang menggambarkan dampak dahsyat tsunami, serta kisah-kisah penyintas yang mengharukan. Salah satu fitur utama adalah lorong gelap yang menggambarkan suasana saat tsunami terjadi, disertai suara ombak dan doa. Selain itu, museum ini juga memiliki ruang pameran yang menampilkan foto-foto, artefak, dan informasi edukatif tentang tsunami dan penanggulangan bencana.",09:00,16:00,5000,5.547958502,95.31514718,58695,Nanggroe Aceh Darussalam,Banda Aceh,Baiturrahman,"Jl. Sultan Iskandar Muda No. 3, Sukaramai",23116,Sejarah,"Area Makanan, Area Parkir, Pusat Informasi, Rumah Difabel, Tempat Sampah, Toilet, Toko Oleh-oleh",Dari Kepedihan ke Harapan: Koleksi Museum Tsunami Aceh,https://ebtke.esdm.go.id/images/79021b2b61c5c959c8a46d9f651681a6_p.jpg,https://cdn.bithe.co/files/images/20220830-whatsapp-image-2022-08-28-at-20-52-30.jpeg,https://media-cdn.tripadvisor.com/media/photo-s/06/76/79/09/museum-tsunami.jpg,https://storage.googleapis.com/provinces_url/video_url/nanggroe_aceh_darussalam/museum_tsunami_aceh1.mp4,https://storage.googleapis.com/provinces_url/video_url/nanggroe_aceh_darussalam/museum_tsunami_aceh2.mp4,https://storage.googleapis.com/provinces_url/video_url/nanggroe_aceh_darussalam/museum_tsunami_aceh3.mp4
Pantai Menye Danau Lut Tawar,"Pantai Menye adalah pantai yang menawarkan pemandangan yang indah dengan pasir putih dan air laut yang jernih. Pantai ini dikelilingi oleh pepohonan hijau yang menambah suasana asri dan alami, membuatnya menjadi tempat yang ideal untuk bersantai dan menikmati keindahan alam.",07:00,18:00,5000,4.592378997,96.99665303,41300,Nanggroe Aceh Darussalam,Aceh Tengah,Bintang,"Jl. Takengon - Bintang, Kala Bintang",24582,Alam,"Area Makanan, Area Parkir, Pusat Informasi, Tempat Ibadah, Penginapan, Tempat Sampah, Toilet, Wahana Permainan",Pantai Menye yang Eksotis dengan Pemandangan Menakjubkan,https://images.hive.blog/DQmVLCfgZM3fxqXJ7V9SzM5rbFbvGk5BshpwNhqG914MkLv/Picsart_23-08-16_20-33-08-180.jpg,https://wisato.id/wp-content/uploads/2022/02/Pante-Menye-1-scaled.jpg,https://www.tempatwisata.pro/users_media/3066/Pantai%20Menye1.jpg,https://storage.googleapis.com/provinces_url/video_url/nanggroe_aceh_darussalam/pantai_menye1.mp4,https://storage.googleapis.com/provinces_url/video_url/nanggroe_aceh_darussalam/pantai_menye2.mp4,https://storage.googleapis.com/provinces_url/video_url/nanggroe_aceh_darussalam/pantai_menye3.mp4
Pantai Ulee Lheue,"Pantai Ulee Lheue menawarkan pemandangan alam yang memukau, dengan ombak Samudra Hindia yang menghantam pantai secara perlahan. Keindahan matahari terbenam di pantai ini juga menjadi daya tarik tersendiri bagi pengunjung yang ingin menikmati momen romantis atau sekadar bersantai menikmati keindahan alam. Selain itu, Pantai Ulee Lheue juga menjadi lokasi populer untuk berbagai aktivitas, seperti berenang, berselancar, atau hanya sekadar berjalan-jalan menikmati suasana pantai. Di sekitar pantai, terdapat warung-warung yang menjual makanan dan minuman khas Aceh, sehingga pengunjung dapat menikmati hidangan lezat sambil menikmati pemandangan pantai yang indah.",06:00,18:00,2000,5.562699818,95.28548994,13450,Nanggroe Aceh Darussalam,Banda Aceh,Meuraxa,"Jl. Residen Ibnu Sya'dan, Ulee Lheue",23233,Alam,"Area Makanan, Area Parkir, Tempat Ibadah, Tempat Sampah, Tempat Sampah, Toilet, Wahana Permainan",Keindahan Pantai Ulee Lheue: Surga di Ujung Aceh,https://1.bp.blogspot.com/-fo9qckPkkjU/Xfdz42RI6bI/AAAAAAAAE-Y/ei2SG5y1fZANYp-kt4bB1lSNZ8SO6jClACLcBGAsYHQ/s1600/IMG-20191216-WA0061.jpg,https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2022/11/24/1003892897.jpeg,https://www.kba.one/files/images/20230927-img-20230925-wa0009.jpg,https://storage.googleapis.com/provinces_url/video_url/nanggroe_aceh_darussalam/pantai_ulee_lheue1.mp4,https://storage.googleapis.com/provinces_url/video_url/nanggroe_aceh_darussalam/pantai_ulee_lheue2.mp4,https://storage.googleapis.com/provinces_url/video_url/nanggroe_aceh_darussalam/pantai_ulee_lheue3.mp4
Taman Rusa Aceh Besar,"Taman Rusa Aceh Besar adalah objek wisata populer yang menampilkan berbagai rusa yang hidup di lingkungan alami. Tempat ini dirancang untuk memberikan pengalaman edukatif dan rekreasi bagi pengunjung, terutama keluarga dan anak-anak. Selain melihat dan memberi makan rusa, pengunjung juga dapat menikmati berbagai fasilitas seperti area bermain anak, tempat duduk santai, dan kios makanan. Kebersihan dan pemeliharaan taman ini sangat diperhatikan untuk kenyamanan dan keamanan pengunjung. Setiap harinya, taman ini mampu menarik ribuan pengunjung yang datang untuk menikmati suasana alam dan interaksi dengan rusa.",08:00,18:00,20000,5.451418332,95.36831362,1825000,Nanggroe Aceh Darussalam,Aceh Besar,Sukamakmur,"Jl. Lembah Lambirah, Lamtanjong",23363,Alam,"Area Makanan, Area Parkir, Pusat Informasi, Tempat Ibadah, Tempat Sampah, Toilet, Wahana Permainan",Relaksasi dan Edukasi di Taman Rusa Aceh Besar,https://www.sekilasaceh.co/files/images/20231213-img-20231213-174534.jpg,https://steemitimages.com/640x0/https://cdn.steemitimages.com/DQmZk3bjyUjViBFqEpEJaiGZJDMrevSwVZcQdtUFYWwi4RE/9.jpeg,https://asset-2.tstatic.net/aceh/foto/bank/images/sepasang-harimaubenggala.jpg,https://storage.googleapis.com/provinces_url/video_url/nanggroe_aceh_darussalam/taman_rusa_aceh1.mp4,https://storage.googleapis.com/provinces_url/video_url/nanggroe_aceh_darussalam/taman_rusa_aceh2.mp4,https://storage.googleapis.com/provinces_url/video_url/nanggroe_aceh_darussalam/taman_rusa_aceh3.mp4
Taman Seni dan Budaya Aceh,"Taman Seni dan Budaya Aceh adalah pusat kegiatan seni yang menawarkan fasilitas teater terbuka untuk pentas dan latihan seni. Tempat ini sering mengadakan acara seperti tari Saman, musik tradisional, dan pameran seni lokal. Terbuka untuk umum, taman ini juga menjadi lokasi acara besar seperti Pekan Kebudayaan Aceh yang menarik banyak pengunjung setiap tahunnya.",08:00,18:00,15000,5.544535903,95.3145992,67000,Nanggroe Aceh Darussalam,Banda Aceh,Baiturrahman,"Jl. Teuku Umar, Sukaramai",23116,Seni dan Budaya,"Area Makanan, Area Parkir, Tempat Ibadah, Tempat Sampah, Toilet",Menyelami Budaya Aceh di Taman Seni dan Budaya,https://1.bp.blogspot.com/-u4nAEYyTMV4/Xfd5k701K9I/AAAAAAAAE-4/S6C2IjZgdPYSboOqbmKU18vsPna8CMzQACLcBGAsYHQ/w1200-h630-p-k-no-nu/IMG-20191216-WA0072.jpg,https://cdn.ajnn.net/files/images/20220803-img-20220803-wa0013.jpg,https://isbiaceh.ac.id/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-02-at-10.41.38-3.jpeg,https://storage.googleapis.com/provinces_url/video_url/nanggroe_aceh_darussalam/taman_senibudaya_aceh1.mp4,https://storage.googleapis.com/provinces_url/video_url/nanggroe_aceh_darussalam/taman_senibudaya_aceh2.mp4,https://storage.googleapis.com/provinces_url/video_url/nanggroe_aceh_darussalam/taman_senibudaya_aceh3.mp4
Museum Negeri Sumatera Utara,"Museum Negeri Sumatera Utara menawarkan pengalaman luar biasa dengan banyak cerita dan benda peninggalan sejarah yang terjaga dengan baik. Pengunjung dapat menikmati koleksi sejarah dan budaya khas Sumatera Utara, termasuk dari suku Batak dan cerita rakyatnya. Pelayanan yang ramah dan kesempatan untuk belajar lebih dalam tentang sejarah yang belum diketahui menjadikan kunjungan ke museum ini sangat berharga.",08:30,16:00,5000,3.587414901,98.70579585,81031,Sumatera Utara,Medan,Medan Kota,"Jl. HM. Joni No. 51, Teladan Bar",20217,Sejarah,"Area Parkir, Pusat Informasi, Rumah Difabel, Tempat Sampah, Toilet, Toko Oleh-oleh",Menelusuri Sejarah di Museum Negeri Sumatera Utara,https://img.inews.co.id/media/1200/files/inews_new/2022/11/02/Museum_Negeri_Sumatera_Utara__atap.jpg,https://asset.kompas.com/crops/oMeaOn6fbV2aVNHQNFdpQSvFoUc=/190x78:778x470/750x500/data/photo/2023/03/11/640b733fce599.png,https://upload.wikimedia.org/wikipedia/commons/2/23/Museum_Negeri_Sumatera_Utara_Medan.jpg,https://storage.googleapis.com/provinces_url/video_url/sumatera_utara/museum_negeri_sumut1.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_utara/museum_negeri_sumut2.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_utara/museum_negeri_sumut3.mp4
Danau Toba,"Danau Toba adalah danau vulkanik terbesar di dunia dengan luas sekitar 1.707 kilometer persegi dan kedalaman mencapai 450 meter. Terbentuk dari letusan super-vulkanik, danau ini menjadi destinasi wisata utama dengan Pulau Samosir sebagai daya tarik budaya Batak. Meskipun mempesona secara alami dan kaya budaya, Danau Toba juga menghadapi tantangan lingkungan seperti polusi air dan perubahan iklim.",00:00,23:59,10000,2.803224321,98.61263417,850000,Sumatera Utara,Simalungun,Dolok Pardamean,"Jl. Simarjarunjung, Butu Bayu Pane Raja",21163,Alam,"Area Makanan, Area Parkir, Pusat Informasi, Tempat Ibadah, Penginapan, Tempat Sampah, Toilet, Toko Oleh-oleh, Wahana Permainan",Keajaiban Danau Toba: Pesona Alam yang Tak Terlupakan,https://api2.kemenparekraf.go.id/storage/app/resources/PARIWISATA_STORYNOMICS_TOURISM_shutterstock_385096972_franshendrik_Tambunan_d03d3440db.jpg,https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/p1/896/2023/08/15/Danau-toba-1446544994.png,https://www.ngopibareng.id/images/imagecache/20180822034754img-20180821-wa0067.jpg,https://storage.googleapis.com/provinces_url/video_url/sumatera_utara/danau_toba1.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_utara/danau_toba2.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_utara/danau_toba3.mp4
Pantai Pasir Putih Parparean,"Pantai Pasir Putih Parparean adalah pantai yang menawarkan hamparan pasir putih bersih dan air jernih yang cocok untuk berenang. Pantai ini dikelilingi oleh pemandangan alam yang indah, dengan bukit-bukit hijau yang menambah keasrian tempat ini. Pengunjung dapat menikmati kegiatan seperti berjemur, bermain di pantai, atau hanya bersantai menikmati pemandangan.",00:00,23:59,10000,2.432956004,99.14916676,77170,Sumatera Utara,Toba Samosir,Porsea,"Jl. Raja Sipakko Napitupulu, Parparean II",22384,Alam,"Area Makanan, Area Parkir, Tempat Ibadah, Tempat Sampah, Toilet",Menikmati Keindahan Alam di Pantai Pasir Putih Parparean,https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/indizone/2022/11/03/d5s0n95/danau-toba-ternyata-punya-pantai-pasir-putih-yang-super-bersih-cocok-banget-buat-healing12.jpg,https://tobaria.com/wp-content/uploads/2021/04/IMG_20210415_144408-1024x576.jpg,https://wisata.tobakab.go.id/wp-content/uploads/sites/110/2020/03/Pasir-Putih-Parparean-scaled.jpg,https://storage.googleapis.com/provinces_url/video_url/sumatera_utara/pantai_pasir_putih_parparean1.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_utara/pantai_pasir_putih_parparean2.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_utara/pantai_pasir_putih_parparean3.mp4
Desa Budaya Lingga,"Desa ini dikenal sebagai destinasi wisata budaya yang cukup populer di Sumatera Utara. Banyak wisatawan yang datang untuk melihat rumah adat Batak Karo yang berusia lebih dari 250 tahun, serta berbagai koleksi budaya yang dipelihara dengan baik berkat bantuan dana internasional dan upaya pemerintah setempat?.",07:00,18:00,5000,3.121414917,98.46833644,17834,Sumatera Utara,Karo,Simpang Empat,"Jl. Tasak Telu, Lingga",22153,Seni dan Budaya,"Area Makanan, Area Parkir, Tempat Sampah, Toilet, Toko Oleh-oleh",Kehidupan Tradisional di Desa Budaya Lingga,https://pariwisata.karokab.go.id/up/images/files/TujuanWisata/DesaLingga/Lingga_1.JPG,https://pariwisata.karokab.go.id/up/images/files/TujuanWisata/DesaLingga/Lingga_2.JPG,https://pariwisata.karokab.go.id/up/images/files/TujuanWisata/DesaLingga/MuseumLingga_1.JPG,https://storage.googleapis.com/provinces_url/video_url/sumatera_utara/desa_budaya_lingga1.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_utara/desa_budaya_lingga2.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_utara/desa_budaya_lingga3.mp4
Desa Wisata Tomok Parsaroan,"Desa Wisata Tomok di Pulau Samosir dikenal dengan berbagai situs budaya seperti Makam Raja Sidabutar dan Patung Sigale-gale, serta pertunjukan tari tradisional Tor-Tor yang menarik banyak pengunjung. Selain itu, terdapat Museum Batak dan deretan rumah adat Batak yang menawarkan pengalaman belajar mendalam tentang sejarah dan budaya Batak.",06:00,18:00,10000,2.651959058,98.86109801,25361,Sumatera Utara,Samosir,Simanindo,"Jl. Makam Sidabutar Jalan, Tomok",22395,Seni dan Budaya,"Area Makanan, Area Parkir, Tempat Sampah, Toko Oleh-oleh",Tomok Parsaroan: Menyusuri Warisan Budaya dan Keindahan Alam,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiYC5k0yEgupVfvA7R635b1pzW42apS69-LSmFpGIuOjVf1wTz9UFJUkpwOa_fwCdUhibZl-rpMYmwWSkd2DmhvKs9uQV7UjMTDTo6TqXV12vwJ19yVAQL3hF7P7A6P5F2-aqvvdFcKqAOf/s1600/DSC01767.JPG,https://www.rentalcarmedan.com/wp-content/themes/twentynineteen/cache/7e/desa-wisata-tomok-7ea6d112.jpeg,https://pariwisataindonesia.id/wp-content/uploads/2020/04/Desa-Wisata-Tomok.danautobacenter.com_-650x488.jpg,https://storage.googleapis.com/provinces_url/video_url/sumatera_utara/desa_wisata_tomok1.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_utara/desa_wisata_tomok2.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_utara/desa_wisata_tomok3.mp4
Benteng Kuto Besak,"Benteng Kuto Besak adalah sebuah benteng peninggalan Kesultanan Palembang yang dibangun pada abad ke-18. Benteng ini memiliki struktur arsitektur yang megah dengan dinding-dinding tebal yang terbuat dari batu dan bata. Di dalam benteng terdapat berbagai bangunan bersejarah yang dulu digunakan sebagai tempat tinggal sultan dan keluarganya. Kini, benteng ini menjadi salah satu destinasi wisata yang menawarkan pemandangan indah serta nilai sejarah yang tinggi.",08:00,21:00,5000,-2.991316126,104.7591812,15078,Sumatera Selatan,Palembang,Bukit Kecil,"Jl. Sultan Mahmud Badarudin No. 19, Ilir",30113,Sejarah,"Area Makanan, Area Parkir, Tempat Sampah, Toilet, Toko Oleh-oleh",Sejarah dan Keagungan Benteng Kuto Besak,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Kutobesak.jpg/375px-Kutobesak.jpg,https://www.nativeindonesia.com/foto/benteng-kuto-besak/Benteng-Bersejarah-Di-Palembang.jpg,https://ksmtour.com/media/images/articles20/benteng-kuto-besak-sumatera-selatan.jpg,https://storage.googleapis.com/provinces_url/video_url/sumatera_selatan/benteng_kuto_besak1.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_selatan/benteng_kuto_besak2.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_selatan/benteng_kuto_besak3.mp4
