name,description,open_time,close_time,entry_price,latitude,longitude,visit_count,provinces,city,subdistrict,street_name,postal_code,categories,facilities,title,url_image_1,url_image_2,url_image_3,url_video_1,url_video_2,url_video_3
Museum Adityawarman,"Museum ini terletak di kota Padang dan menyimpan berbagai artefak sejarah dan budaya Minangkabau. Museum Adityawarman adalah salah satu museum terbesar di Sumatera Barat dan memiliki koleksi yang mencakup arkeologi, etnografi, dan sejarah alam.",8:30,16:00,5000,-0.953884863,100.3565147,89230,Sumatera Barat,Padang,Padang Barat,"Jl. Diponegoro No. 10, Belakang Tangsi",25114,Sejarah,"Area Makanan, Area Parkir, Pusat Informasi, Rumah Difabel, Tempat Sampah, Toilet, Toko Oleh-oleh",Menelusuri Sejarah Minangkabau di Museum Adityawarman,https://museumadityawarman.sumbarprov.go.id/admin/artikel/WhatsApp_Image_2021-02-13_at_4_06_48_PM.jpeg,https://media-cdn.tripadvisor.com/media/photo-s/0a/93/ad/17/img-20160313-091202-largejpg.jpg,https://lionmag.id/assets/uploads/9652e219949d7bd9e049703f931dd781.jpg,https://storage.googleapis.com/provinces_url/video_url/sumatera_barat/museum_adityawarman1.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_barat/museum_adityawarman2.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_barat/museum_adityawarman3.mp4
Benteng Fort De Kock,"Benteng ini dibangun oleh Belanda pada awal abad ke-19 di Bukittinggi sebagai benteng pertahanan. Benteng Fort de Kock sekarang menjadi salah satu tempat wisata sejarah yang populer, dengan menara pandang yang menawarkan pemandangan Kota Bukittinggi.",8:00,18:00,25000,-0.300285669,100.367804,454382,Sumatera Barat,Bukittinggi,Guguk Panjang,"Jl. Yos Sudarso, Benteng Ps. Atas",26136,Sejarah,"Area Makanan, Area Parkir, Pusat Informasi, Tempat Ibadah, Tempat Sampah, Toilet, Toko Oleh-oleh, Wahana Permainan",Jejak Kolonial di Benteng Fort De Kock,https://travelspromo.com/wp-content/uploads/2020/08/Landmark-Benteng-For-De-Kock-mustafa-mtp.jpg,https://rentalmobilpadang.co.id/wp-content/uploads/2019/04/benteng-fort-de-kock-peninggalan-belanda.jpg,https://travelspromo.com/wp-content/uploads/2020/08/meriam-daniel-weber.jpg,https://storage.googleapis.com/provinces_url/video_url/sumatera_barat/fort_de_kock1.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_barat/fort_de_kock2.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_barat/fort_de_kock3.mp4
Museum Rumah Kelahiran Buya Hamka,"Museum ini menampilkan berbagai koleksi pribadi dan memorabilia yang menggambarkan kehidupan serta karya-karya Buya Hamka. Rumah tradisional Minangkabau ini juga mempertahankan banyak aspek asli dari masa kecil Buya Hamka, memberikan pengunjung gambaran yang otentik tentang lingkungan tempat tokoh besar ini tumbuh dan berkembang.",9:30,17:30,0,-0.353872808,100.2178767,10429,Sumatera Barat,Agam,Tanjung Raya,"Jl. Raya Maninjau Lubuak Basuang, Sungai Batang",26471,Sejarah,"Area Parkir, Pusat Informasi, Tempat Sampah, Toilet, Toko Oleh-oleh",Mengenang Buya Hamka di Rumah Kelahirannya,https://www.jelajahsumbar.com/wp-content/uploads/2018/07/museum_rumah_kelahiran_buya_hamka-800x530.jpeg,https://asset.kompas.com/crops/1F8ByISkb2b8WcVSpAZgFTs_dc4=/0x0:0x0/750x500/data/photo/2024/04/14/661b3424d1df5.jpg,https://asset.kompas.com/crops/5mRBzc8U8O1OodQbH-L5eWbZndM=/0x0:0x0/750x500/data/photo/2024/04/14/661b358ad89a5.jpg,https://storage.googleapis.com/provinces_url/video_url/sumatera_barat/museum_buya_hamka1.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_barat/museum_buya_hamka2.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_barat/museum_buya_hamka3.mp4
Danau Maninjau,"Danau vulkanik ini terletak di kecamatan Tanjung Raya dan menawarkan pemandangan alam yang menakjubkan. Danau Maninjau dikelilingi oleh pegunungan dan sawah, dan pengunjung dapat menikmati kegiatan seperti berenang, memancing, atau bersepeda di sekitarnya.",0:00,23:59,3000,-0.305622658,100.1920107,332921,Sumatera Barat,Agam,Tanjung Raya,Jl. Tikungan 44,26471,Alam,"Area Makanan, Area Parkir, Tempat Ibadah, Penginapan, Tempat Sampah, Toilet, Wahana Permainan",Keindahan Danau Maninjau: Panorama dan Ketentraman,https://www.tempatwisata.pro/users_media/3150/Danau%20Maninjau.jpg,https://homecare24.id/wp-content/uploads/2023/05/Menikmati-Tempat-Wisata-Danau-Maninjau-Yang-Legendaris.png,https://agamkab.go.id/template/gambar/news_agam/berita_1659517344.jpeg,https://storage.googleapis.com/provinces_url/video_url/sumatera_barat/danau_maninjau1.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_barat/danau_maninjau2.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_barat/danau_maninjau3.mp4
Taman Wisata Lembah Harau,"Lembah ini terkenal dengan tebing-tebing granit yang menjulang tinggi dan air terjun yang indah. Lembah Harau adalah tempat yang populer untuk kegiatan panjat tebing, hiking, dan fotografi alam.",0:00,23:59,10000,-0.112923732,100.669823,675423,Sumatera Barat,Lima Puluh Kota,Harau,"Jl. Raya Harau, Tarantang",26271,Alam,"Area Makanan, Area Parkir, Pusat Informasi, Tempat Ibadah, Penginapan, Tempat Sampah, Toilet, Toko Oleh-oleh, Wahana Permainan",Pesona Alam Taman Wisata Lembah Harau,https://asset.kompas.com/crops/fBCiSPzdCZFfP1GeN69MrdO-Z_M=/0x0:750x500/750x500/data/photo/2022/01/30/61f643727377f.png,https://asset.kompas.com/crops/sbkGr9FXjCxgdjMPBaC0Mf-HB-M=/0x0:740x493/750x500/data/photo/2020/06/12/5ee30a6a0c463.jpg,https://asset.kompas.com/crops/Z8hXwE-DKzO902r9PP89esSDYZo=/0x0:750x500/750x500/data/photo/2022/01/30/61f642eb1956b.jpg,https://storage.googleapis.com/provinces_url/video_url/sumatera_barat/lembah_harau1.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_barat/lembah_harau2.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_barat/lembah_harau3.mp4
Pantai Air Manis,"Pantai ini terkenal dengan legenda Malin Kundang, yang dikisahkan menjadi batu di pantai ini. Selain kisah legenda, Pantai Air Manis menawarkan pemandangan laut yang indah dan ombak yang cocok untuk berselancar.",0:00,23:59,5000,-0.99131244,100.360693,28374,Sumatera Barat,Padang,Padang Selatan,"Jl. Malin Kundang, Air Manis",25217,Alam,"Area Makanan, Area Parkir, Tempat Ibadah, Tempat Sampah, Toilet, Wahana Permainan",Legenda Malin Kundang di Pantai Air Manis,https://i0.wp.com/www.pesisir.net/wp-content/uploads/2021/05/Pantai-Air-Manis-Padang.jpg,https://infosumbar.net//aset/arsip/2015/02/Pantai-Air-Manis2.jpg,https://palpos.disway.id/upload/03b1252b89b2eccbfce58bf9a560a0b2.jpg,https://storage.googleapis.com/provinces_url/video_url/sumatera_barat/pantai_air_manis1.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_barat/pantai_air_manis2.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_barat/pantai_air_manis3.mp4
Istano Basa Pagaruyung,"Istana ini adalah replika dari istana kerajaan Minangkabau yang asli, yang dibangun kembali setelah beberapa kali terbakar. Istana Pagaruyung menawarkan wawasan tentang sejarah dan budaya Minangkabau dengan arsitektur tradisionalnya yang megah dan koleksi artefak kerajaan.",8:00,18:00,25000,-0.470985274,100.6213513,347842,Sumatera Barat,Tanah Datar,Tanjung Emas,"Jl. Sutan Alam Bagagarsyah, Pagaruyung",27281,Seni Budaya,"Area Makanan, Area Parkir, Pusat Informasi, Rumah Difabel, Tempat Ibadah, Tempat Sampah, Toilet, Toko Oleh-oleh",Menyelami Budaya Minangkabau di Istano Basa Pagaruyung,https://helloindonesia.id/wp-content/uploads/2019/10/3__IMG_3157_Istano_Basa_Pagaruyung_merupakan_adalah_salah_satu_jejak_kemegahan_kerajaan_yang_pernah_berkuasa_di_Minangkabau-1280x720.jpg,https://asset-2.tstatic.net/tribunnewswiki/foto/bank/images/Istana-Basa-Pagaruyung.jpg,https://wonderfulimage.s3-id-jkt-1.kilatstorage.id/1619677527-istana_pagaruyung-7-medium.jpg,https://storage.googleapis.com/provinces_url/video_url/sumatera_barat/istano_basa_pagaruyung2.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_barat/istano_basa_pagaruyung2.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_barat/istano_basa_pagaruyung3.mp4
Jam Gadang,Jam Gadang adalah menara jam yang menjadi ikon kota Bukittinggi dan dibangun oleh pemerintah kolonial Belanda pada tahun 1926. Menara ini memiliki sejarah yang kaya dan sering menjadi pusat perayaan dan acara budaya di Bukittinggi.,0:00,23:39,0,-0.30505822,100.3694946,758932,Sumatera Barat,Bukittinggi,Guguk Panjang,"Jl. Raya Bukittinggi - Payakumbuh, Benteng Ps. Atas",26136,Seni Budaya,"Area Makanan, Area Parkir, Tempat Sampah, Toilet, Toko Oleh-oleh, Wahana Permainan",Jam Gadang: Simbol Ikonik Bukittinggi,https://indonesiakaya.com/wp-content/uploads/2020/10/Jam_Gadang_1200.jpg,https://bukittinggikota.sikn.go.id/uploads/r/dinas-perpustakaan-dan-kearsipan-kota-bukittinggi/6/5/f/65fef2a1960178e9ae2ee29f16437b0ed1753da4c835c51a6fa48eb36376851e/23_141.jpg,https://assets.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/p1/803/2023/08/30/Mengenal-Sejarah-Jam-Gadang-Menara-Jam-Ikonik-Kota-Bukittinggi-1242076397.jpg,https://storage.googleapis.com/provinces_url/video_url/sumatera_barat/jam_gadang1.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_barat/jam_gadang2.mp4,https://storage.googleapis.com/provinces_url/video_url/sumatera_barat/jam_gadang3.mp4
Candi Muara Takus,"Candi Muara Takus adalah sebuah kompleks candi Buddha yang terletak di Kabupaten Kampar, satu-satunya peninggalan sejarah bercorak Buddha di Riau dan termasuk salah satu candi tertua di Indonesia",8:00,17:00,10000,,,240180,Riau,Kampar,XIII Koto Kampar,Jl. Muara Takus,28453,Sejarah,"Area Makanan, Area Parkir, Tempat Sampah, Toilet",,https://thumb.viva.id/intipseleb/1265x711/2022/10/14/634911b68c7dd-candi-muara-takus.jpg,https://akcdn.detik.net.id/community/media/visual/2023/08/30/foto-penampakan-candi-muara-takus-dok-disbud-riau_169.jpeg?w=700&q=90,https://cdn0-production-images-kly.akamaized.net/QThpNHfbS_rDRAvH18TCo34UnjU=/640x360/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2813712/original/033994800_1558596483-IMG_20190523_125851.jpg,,,
Istana Siak Sri Indrapura,"Istana Siak Sri Indrapura adalah bekas istana Kesultanan Siak yang dibangun pada abad ke-19, sekarang menjadi museum yang menyimpan berbagai peninggalan sejarah Kesultanan Siak",9:00,16:00,15000,,,394109,Riau,Siak,Siak,Jl. Sultan Syarif Kasim,28773,Sejarah,"Area Makanan, Area Parkir, Pusat Informasi, Tempat Sampah, Toilet",,https://www.batiqa.com/upload/news/z/pekanbaru-siak-sri-indrapura-1_1k6w3.jpg,https://cdn0-production-images-kly.akamaized.net/2c9v0ADCPcpd4RvLFvhcpXqUjys=/1231x710/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/1294665/original/010841100_1469101739-20160721--Istana-Siak-Sri-Indrapura-Riau-Faizal-Fanani-01.jpg,https://www.djkn.kemenkeu.go.id/files/images/2022/03/IMG_8409.JPG,,,
Masjid Raya Pekanbaru,"Masjid Raya Pekanbaru adalah masjid tertua di Kota Pekanbaru yang dibangun pada abad ke-18 oleh Sultan Abdul Jalil Alamuddin Syah, sultan ke-4 dari Kesultanan Siak Sri Indrapura",4:00,22:00,0,,,573567,Riau,Pekanbaru,Senapelan,Jl. Senapelan,28155,Sejarah,"Area Makanan, Area Parkir, Tempat Ibadah, Tempat Sampah, Toilet",,https://www.rumah123.com/seo-cms/assets/masjid_raya_pekanbaru_e934726aab/masjid_raya_pekanbaru_e934726aab.jpg,https://www.rumah123.com/seo-cms/assets/sejarah_masjid_raya_pekanbaru_6fea036c42/sejarah_masjid_raya_pekanbaru_6fea036c42.jpg,https://www.rumah123.com/seo-cms/assets/arsitektur_dan_renovasi_45e1cb6783/arsitektur_dan_renovasi_45e1cb6783.jpg,,,
Taman Nasional Tesso Nilo,"Taman Nasional Tesso Nilo adalah salah satu kawasan konservasi terbesar di Riau, terkenal dengan keanekaragaman hayati dan hutan rawa gambutnya yang menakjubkan",7:00,17:00,20000,,,171455,Riau,Pelalawan,Segati,Jl. Segati,68101,Alam,"Area Makanan, Area Parkir, Pusat Informasi, Tempat Sampah, Toilet",,https://id.wikipedia.org/wiki/Berkas:Tesso_Nilo_2009.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Wikiearth-Gajah_Taman_Nasional_Tesso_Nilo_DSC_0914.jpg/1200px-Wikiearth-Gajah_Taman_Nasional_Tesso_Nilo_DSC_0914.jpg,https://ksdae.menlhk.go.id/assets/news/KEDATANGAN_ARTIS_TULUS.jpeg,,,
Museum Sang Nila Utama,"Museum Sang Nila Utama terletak di Kota Dumai, Provinsi Riau, dan menjadi pusat dokumentasi sejarah dan budaya Melayu Riau, menampilkan koleksi artefak bersejarah, seni tradisional, dan peninggalan kesultanan",9:00,17:00,10000,,,243045,Riau,Dumai,Dumai Timur,Jl. Jenderal Sudirman,28282,Sejarah,"Area Makanan, Area Parkir, Pusat Informasi, Tempat Ibadah, Tempat Sampah, Toilet, Toko Oleh-oleh",,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Museum_Sang_Nila_Utama.jpg/330px-Museum_Sang_Nila_Utama.jpg,https://kebudayaan.kemdikbud.go.id/bpnbkepri/wp-content/uploads/sites/39/2017/08/Museum-768x510.jpg,https://jemari.riau.go.id/public/uploads/images/gallery-objek-wisata/1964147006-museum-sang-nila-utama-museum-daerah-riau-sang-nila-utama.jpg,,,
Anjungan Seni Idrus Tintin,Anjungan Seni Idrus Tintin merupakan sebuah bangunan artistik yang menjadi tempat pertunjukan seni dan budaya Melayu-Riau berdiri. Gedung ini merupakan salah satu wisata Riau yang unik dan menarik.,8:00,16:00,0,,,218730,Riau,Pekanbaru,Bukit Raya,Jl. Jenderal Sudirman,28128,Budaya,"Area Makanan, Area Parkir, Pusat Informasi, Tempat Ibadah, Tempat Sampah, Toilet, Toko Oleh-oleh",,"https://dbijapkm3o6fj.cloudfront.net/resources/14730,1004,1,6,4,0,600,450/-4601-/20170807192602/anjungan-seni-idrus-tintin.jpeg",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Anjung_Seni_Idrus_Tintin.JPG/375px-Anjung_Seni_Idrus_Tintin.JPG,https://thumb.viva.co.id/media/frontend/thumbs3/2020/09/05/5f53008d26327-tempat-seni-bersejarah-anjungan-seni-idrus-tintin_665_374.jpg,,,
Benteng Bukit Kursi Pulau Penyengat,"Benteng Bukit Kursi Pulau Penyengat adalah sebuah benteng bersejarah yang terletak di Pulau Penyengat, Kota Tanjungpinang, Provinsi Kepulauan Riau, yang merupakan peninggalan sejarah Kesultanan Riau-Lingga, tempat ini menjadi saksi bisu dari berbagai peristiwa penting dalam sejarah Kesultanan Riau-Lingga serta menyimpan arsitektur dan kebudayaan yang khas",0:00,23:59,0,,,1132,Kepulauan Riau,Tanjung Pinang,Tanjung Pinang,Jl. Merdeka No. 5,29111,Sejarah,"Area Makanan, Area Parkir, Pusat Informasi, Tempat Sampah, Toilet, Toko Oleh-oleh",,https://asset.kompas.com/crops/jUu_WPhQsP7hp_G3rt2YSQt8SBw=/0x0:1599x1066/750x500/data/photo/2023/09/10/64fd402c4357d.jpg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgw3tmoIaEbRuotQ987nbDPm04gezPiLCNuWjGeiF2wPWZYi4SiB28pzEguE6Z3HTgnqWJz5y5COR6pwTY7pT7HduUPDbnkJ8dgjjENpnFWTIu7EfDA8dpWFAiusHvHZ4phEUtg3O0V3FQ/s1600/IMG_1341.JPG,https://asset.kompas.com/crops/oYO--GFmfMU2U2Tk0lhFK3maGKA=/0x0:3648x2432/750x500/data/photo/2019/11/29/5de13efd7eb2d.jpg,,,
Wisata Batu Lepe,"Batu Lepe salah satu objek wisata yang terkenal dengan nuansa romantisnya ini terletak di jalan H Muhammad Siantan, Kelurahan Tarempa, Kecamatan Siantan, Kabupaten Kepulauan Anambas sudah cukup terkenal.",0:00,23:59,0,,,1327,Kepulauan Riau,Kepulauan Anambas,Siantan,Jl. Terempa,29796,Alam,"Area Parkir, Tempat Sampah, Toilet",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQhQ5oxeQZcfexx0TRgenCZHv9YKU9_bNbKsg&s,https://awsimages.detik.net.id/community/media/visual/2019/05/04/e12147a6-7125-44e2-89f3-b5b1d4d38510.jpeg?w=600&q=90,https://awsimages.detik.net.id/api/wm/2021/02/10/batu-lepe-objek-wisata-unik-di-tarempa-kepulauan-anambas_169.mpo?wid=60&w=650&v=1&t=jpeg,,,
Ranoh Island,"Pulau Ranoh merupakan saah satu pulau dari gugusan Kepulauan Abang. Secara administratif, lokasi pulai ini berada di Pulau Abang, Batam, Kepulauan Riau tepatnya di Kecamatan Galang Baru.",0:00,23.59,185000,,,761,Kepulauan Riau,Kota Batam,Galang,Jl. Pulau Abang,29872,Alam,"Area Makanan, Area Parkir, Tempat Ibadah, Penginapan, Tempat Sampah, Toilet, Wahana Permainan",,https://www.hariankepri.com/wp-content/uploads/2021/10/IMG-20211003-WA0037.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTy2Qz7Pv_Dp4E6juu7CMm4zGrC-1m7vY6zqThOEwUBF6rNYfD03HsjkFpvMJPxDvomrPQ&usqp=CAU,https://assets.pikiran-rakyat.com/crop/0x0:0x0/750x500/photo/2023/06/18/4025816512.jpg,,,
Masjid Raya Sultan Riau,Masjid Raya Sultan Riau pertama kali dibangun pada tahun 1803 seiring dengan dibukanya Pulau Penyengat sebagai mas Kawin dan kemudian tempat kediaman Raja Hamidah Engku Putri.,0:00,23:59,0,,,87099,Kepulauan Riau,Tanjung Pinang,Tanjung Pinang,Jl. Pulau Penyengat,29114,Budaya,"Area Makanan, Area Parkir, Tempat Ibadah, Tempat Sampah, Toilet",,https://upload.wikimedia.org/wikipedia/id/4/40/Masjid_sultan_Riau_Penyengat.JPG,https://awsimages.detik.net.id/community/media/visual/2023/12/07/masjid-raya-sultan-riau-penyengat-di-pulau-penyengat-indera-sakti-kecamatan-tanjung-pinang-barat-kepulauan-riau_169.jpeg?w=1200,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGctwp_xIJjjPnrqRGfeEeSsZeHHQYC2gMTIqTrj6gu0MYVXqOeddsfw8nadQh_JlJgJ8&usqp=CAU,,,
Candi Muaro Jambi,Candi Muaro Jambi adalah candi di Jambi yang telah ditetapkan menjadi Kawasan Cagar Budaya Nasional (KCBN). Candi ini merupakan candi bercorak Buddha.,8:00,18:00,9000,,,451082,Jambi,Muaro Jambi,Maro Sebo,Jl. Gerbang Candi Muaro Jambi,36382,Sejarah,"Area Makanan, Area Parkir, Tempat Ibadah, Penginapan, Tempat Sampah, Toilet",,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Candi_Muaro_Jambi_dengan_langit_biru.jpg/1200px-Candi_Muaro_Jambi_dengan_langit_biru.jpg,https://asset.kompas.com/crops/rVTdEZl6ib6WofdhW-UE3W6rItk=/0x0:800x533/750x500/data/photo/2022/02/08/6201f9393d145.jpeg,https://wonderfulimage.s3-id-jkt-1.kilatstorage.id/1672124743-dji-0461-jpg-medium.jpg,,,
Makam Raja-Raja,"Kompleks permakaman Taman Raja-Raja dan merupakan tempat makam raja-raja di Kesultanan Negeri Melayu Jambi (Tana Pilih Pusako Batuah), salah satu tujuan wisata terpenting di Kota Jambi, tetapi belum dikenal oleh orang-orang selain di Provinsi Jambi",0:00,23:59,0,,,9362,Jambi,Jambi,Telanaipura,Jl. Letnan Kolonel Selamet Riyadi,60253,Sejarah,"Area Parkir, Tempat Sampah, Toilet",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJG1wJ1eK7rFY2rvRXtNbMXScMPdUgs9fQ9w&s,https://simpangkeris.jambikota.go.id/files_simpang_keris/galeri/378a0ebf-4e4a-4693-9409-2f9d11af8354.jpg,https://simpangkeris.jambikota.go.id/files_simpang_keris/images/0a61e681-b556-4338-860e-6cfaff070071.jpg,,,
Gunung Kerinci,"Gunung Kerinci (juga dieja dengan ""Kerintji"") adalah gunung tertinggi di pulau Sumatra dan gunung berapi tertinggi di Indonesia juga Asia Tenggara. Gunung Kerinci terletak di perbatasan Kabupaten Kerinci, Jambi dan Kabupaten Solok Selatan, Sumatera Barat, di Pegunungan Bukit Barisan dengan ketinggian 3.805 mdpl.",0:00,17:00,30000,,,27903,Jambi,Kerinci,Kayu Aro,Jl. Kersik Tuo,37163,Alam,"Area Makanan, Area Parkir, Tempat Ibadah, Penginapan, Tempat Sampah, Toilet",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWnzy2Iy7HYQlo2MJfkbKr6-iRBTV6bfpQjw&s,https://superlive.id/storage/articles/9a6d968e-a60e-4d2a-a4b9-a4f07c3e27c7.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Gunung_Kerinci_dari_Muaralabuh.jpg/220px-Gunung_Kerinci_dari_Muaralabuh.jpg,,,
Danau Kaco,Danau Kaco mempunyai air yang sangat jernih berwarna biru. Danau yang merupakan harta karun tersembunyi di Jambi ini terletak pada ketinggian 1289 di atas permukaan laut dan merupakan danau yang kecil dibandingkan danau yang biasanya,0:00,23:59,15000,,,29113,Jambi,Kerinci,Gunung Raya,Jl. Baru Lempur,37174,Alam,"Area Makanan, Area Parkir, Tempat Ibadah, Tempat Sampah, Toilet",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4iwq7UPWak2VstMgVbPbavlnFn__tiw21aQ&s,https://awsimages.detik.net.id/community/media/visual/2016/10/19/db93b38f-89cd-4369-85d3-62c927c7aa24_169.jpg?w=600&q=90,https://asset-2.tstatic.net/tribunjambitravel/foto/bank/images2/menikmati-suasana-dan-pemandangan-indah-di-danau-kaco-kerinci-jambi.jpg,,,
Taman Budaya Jambi,Berdirinya Taman Budaya Jambi berawal dari aktivitas dan produktivitas para seniman Jambi dalam menggali dan mengembangkan potensi seni budaya daerah Jambi. Aktivitas para seniman tersebut dilakukan di Gedung Olah Seni yang dikenal dengan sebutan “GOS” Sungai Kambang,8:00,16:00,30000,,,481500,Jambi,Jambi,Telanaipura,Jl. Kolonel Amir Hamzah,36361,Budaya,"Area parkir, kafe, toko seni, galeri",,https://lh5.googleusercontent.com/p/AF1QipOpyVWbAFo9sCDXxDk7N8HbCMSkdoiUCbGuhzsF=w252-h189-k-no,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQoQLoqVWGoBybpuK4_SbCXPLTVXG4BB19zG0-9oAScKCo7_OUlrqOW4Ey0oZg9Rg6KD7o&usqp=CAU,https://jamberita.com/foto_berita/2021/06/26/89img20210626wa0015.jpg,,,
Candi Kota Kapur,"Candi Kota Kapur berbeda dengan candi-candi megah seperti di Jawa, dimana lokasi dan struktur candi sudah terkubur diantara tanaman pohon karet, durian, dan kelapa sawit. Candi ini sangat erat hubungannya dengan Prasasti Kota Kapur",0:00,23:59,0,,,678,Kepulauan Bangka Belitung,Bangka,Kota Kapur,Jl. Pulau Bangka,33173,Sejarah,"Area Makanan, Area Parkir, Tempat Ibadah, Tempat Sampah, Toilet",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_4_q4zOW_aaWZXVFYaTFOp5yCblL7GvuBog&s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTE1ffrULHpahY9D_4QRXzN8iTt3gStMSRoy6V0v-FianML2xKOarZjtfMxpomrnBimV8g&usqp=CAU,https://kebudayaan.kemdikbud.go.id/bpcbjambi/wp-content/uploads/sites/30/2019/08/Slide1-1.jpg,,,
Benteng Toboali,"Benteng Toboali terletak di Kelurahan Tanjung Ketapang, Kecamatan Toboali, Kabupaten Bangka Selatan, Kepulauan Bangka Belitung. Lokasi benteng berada di area perbukitan setinggi 18 meter di atas permukaan laut, yang menghadap langsung ke pantai",0:00,23:59,5000,,,49102,Kepulauan Bangka Belitung,Bangka Selatan,Toboali,Jl. Tanjung Ketapang,33783,Sejarah,"Area Parkir, Pusat Informasi, Tempat Ibadah, Tempat Sampah, Toilet, Toko Oleh-oleh",,https://asset.kompas.com/crops/C7SA0V_6aYICMXVVqn84bA_cel8=/0x0:1000x667/750x500/data/photo/2022/10/24/6356b51530568.jpg,https://awsimages.detik.net.id/community/media/visual/2021/02/04/dev-benteng-toboali-peninggalan-gagah-di-selatan-bangka.jpeg?w=600&q=90,https://asset.kompas.com/crops/pWprWWnsRnpCj25ZPigHjwDX0x8=/63x0:1076x675/750x500/data/photo/2023/03/07/6407541bb6dc7.jpg,,,
Danau Kaolin,"Danau Kaolin berasal dari bekas tambang biji timah yang sudah lama ditinggalkan. Danau Kaolin kerap disebut dengan istilah Kulong Biru. Meskipun bekas tambang timah, Danau Kaolin memiliki udara yang segar tanpa terganggu aroma belerang, karena kawasan ini memang bukan kawah pegunungan.",8:00,18:00,10000,,,678011,Kepulauan Bangka Belitung,Bangka Tengah,Koba,Jl. Raya Toboali,33782,Alam,"Area Makanan, Area Parkir, Tempat Ibadah, Tempat Sampah, Toilet, Toko Oleh-oleh",,https://awsimages.detik.net.id/community/media/visual/2023/06/28/danay-kaolin-di-bangka-tengah-deni-wahyonodetiksumbagsel-1_169.jpeg?w=1200,"https://dbijapkm3o6fj.cloudfront.net/resources/17703,1004,1,6,4,0,600,450/-4601-/20221018160411/danau-kaolin.jpeg",https://asset.kompas.com/crops/mlF0CK5rF3fR6X9YlbIRqacDwAk=/0x0:996x664/750x500/data/photo/2020/02/27/5e57ae3320e36.jpg,,,
Pantai Tongaci,Pantai Tongaci merupakan pantai yang populer di Bangka Belitung. Kawasan ini banyak dikunjungi wisatawan lokal maupun mancanegara. Kawasan Pantai Tongaci terkenal sebagai pantai yang bersih dengan pasir putihnya.,8:00,18:00,10000,,,14766,Kepulauan Bangka Belitung,Bangka,Sinar Baru,Jl. Laut,33211,Alam,"Area Makanan, Area Parkir, Tempat Ibadah, Tempat Sampah, Toilet, Toko Oleh-oleh",,https://asset.kompas.com/crops/9Y5AbB62aLM0Q6cc_17EtrCGocM=/0x0:739x493/750x500/data/photo/2020/03/13/5e6baadabf193.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRvc5ckkpB--uba_zRtuEILmTV2a4aWgdCSuPjVl9g5QDwpSDJLAFhPCHXabiJGTzNE97g&usqp=CAU,https://asset-2.tstatic.net/tribunnewswiki/foto/bank/images/pantai-tongaci-bangka-belitung.jpg,,,
